age;education.num;race;sex;hours.per.week;income
19;9;0;1;40;-1
41;12;0;0;40;-1
54;9;0;0;41;-1
39;14;0;0;40;1
41;9;0;0;40;1
26;15;0;1;30;-1
57;9;0;0;50;-1
33;10;0;0;40;1
56;10;0;0;40;1
60;9;0;0;40;-1
22;9;0;0;70;-1
58;8;0;0;40;-1
18;9;2;1;40;-1
56;9;0;1;40;-1
48;9;0;0;60;1
38;9;0;0;32;-1
58;10;0;1;40;-1
23;10;0;0;50;-1
63;10;0;0;40;-1
51;13;0;0;45;-1
22;3;3;1;40;-1
44;9;0;0;70;-1
46;10;0;0;40;-1
64;13;0;0;40;-1
32;13;1;0;40;1
31;10;0;0;40;-1
36;11;0;0;50;1
21;9;0;1;50;-1
30;10;0;0;40;-1
31;11;1;1;40;-1
59;5;0;0;40;-1
28;14;0;1;20;1
57;9;0;1;40;-1
44;9;0;0;45;-1
53;10;0;0;60;-1
58;10;0;0;60;1
19;10;0;1;20;-1
39;12;0;0;50;1
31;10;2;1;70;-1
27;9;0;0;40;-1
46;5;1;1;40;-1
37;14;0;0;40;-1
27;13;1;1;40;-1
33;10;0;0;55;-1
20;10;0;0;16;-1
55;9;0;0;45;-1
39;12;0;1;40;-1
41;9;0;1;40;-1
30;13;0;1;40;-1
39;13;0;0;40;-1
28;9;0;1;50;-1
25;10;0;0;24;-1
31;9;0;0;50;-1
51;9;0;0;60;-1
24;13;0;0;40;-1
70;9;0;1;32;-1
23;10;0;0;40;-1
61;9;0;1;40;-1
45;4;0;0;55;1
56;10;0;1;50;-1
20;10;0;1;15;-1
30;9;2;0;40;-1
27;13;0;0;25;-1
40;13;0;0;40;1
60;9;0;0;5;-1
58;9;0;0;40;1
71;15;0;0;2;-1
50;15;0;0;60;1
29;10;0;0;40;-1
60;9;2;0;40;1
33;12;0;0;50;-1
43;13;0;1;35;1
33;6;1;0;40;-1
33;9;0;1;52;-1
32;9;0;0;45;-1
21;10;0;1;9;-1
38;9;0;1;40;-1
38;10;0;1;35;1
39;10;1;1;30;-1
17;7;0;1;15;-1
21;10;0;0;40;-1
42;10;0;0;20;1
42;9;0;1;40;1
36;7;0;1;40;-1
32;10;0;1;50;1
37;13;0;0;40;1
28;13;0;0;40;-1
37;11;0;0;40;-1
50;9;3;1;60;-1
49;7;0;0;40;-1
40;14;0;0;40;1
40;10;0;0;40;-1
49;10;0;0;40;-1
33;9;0;0;40;-1
24;9;0;0;40;-1
41;14;0;1;40;-1
43;10;1;0;40;1
84;13;0;0;20;-1
23;9;0;0;40;-1
41;13;0;0;50;1
30;10;0;0;45;-1
46;12;2;0;40;-1
34;10;0;0;40;-1
54;14;0;0;60;-1
27;10;1;0;40;-1
52;14;0;1;40;1
25;9;0;0;40;-1
52;13;0;0;55;1
24;9;2;1;50;-1
36;9;1;1;40;-1
31;9;0;0;40;-1
66;10;0;0;20;-1
47;10;0;1;35;-1
55;4;0;0;50;-1
32;9;0;1;35;-1
48;10;1;1;40;-1
21;9;3;0;35;-1
33;12;0;1;40;-1
27;10;0;1;48;-1
47;11;0;1;40;-1
18;7;0;1;24;-1
44;9;0;0;60;1
23;10;0;0;37;-1
18;6;0;1;35;-1
56;9;0;0;50;-1
24;13;0;0;35;-1
43;13;0;0;40;1
23;13;0;1;60;-1
26;10;0;0;42;-1
42;9;0;0;40;-1
23;9;0;1;40;-1
53;6;0;0;40;-1
40;9;0;0;25;-1
27;13;0;0;50;-1
24;10;0;0;60;-1
42;9;0;1;40;-1
41;9;0;1;40;-1
23;10;0;0;10;-1
42;14;0;0;65;-1
38;9;0;0;40;1
63;4;0;0;30;-1
31;9;0;0;40;-1
18;7;0;1;4;-1
21;10;0;0;30;-1
24;13;2;1;40;-1
55;10;0;0;40;-1
31;10;0;1;30;-1
23;10;0;1;20;-1
35;9;0;0;40;-1
51;10;0;0;60;-1
19;10;0;1;30;-1
38;9;0;0;56;-1
70;15;0;0;25;-1
53;6;0;0;40;-1
59;16;0;0;40;1
39;10;0;0;43;-1
18;8;0;1;20;-1
41;9;0;1;30;-1
19;10;0;0;10;-1
24;10;0;1;40;-1
25;9;0;1;38;-1
32;10;1;0;40;-1
35;9;0;1;40;-1
18;9;0;0;20;-1
37;9;0;0;42;-1
30;10;0;1;36;-1
22;9;0;1;40;-1
50;10;1;1;28;-1
70;9;0;1;23;-1
43;14;0;0;40;1
77;10;0;0;40;-1
30;9;0;0;40;-1
33;10;0;0;39;-1
22;10;0;0;12;-1
33;9;1;0;40;-1
27;7;0;0;40;-1
35;10;0;0;60;-1
32;10;0;1;55;-1
41;13;0;1;25;1
37;10;0;0;40;-1
17;7;0;0;15;-1
50;13;0;0;55;1
31;9;2;0;40;-1
54;9;0;1;38;-1
23;9;1;0;40;-1
40;13;0;1;20;-1
38;9;0;0;35;-1
30;11;0;0;55;-1
20;10;2;0;8;-1
43;10;0;0;50;-1
25;10;0;0;25;-1
39;14;0;0;50;1
48;12;0;0;50;1
41;9;0;1;40;-1
24;13;0;0;30;-1
20;10;0;0;40;-1
25;10;0;1;40;-1
57;10;0;0;40;1
39;10;0;1;35;1
66;13;0;0;40;1
34;10;0;1;40;-1
46;9;0;1;40;-1
42;14;0;1;45;-1
34;9;0;0;40;-1
43;10;1;1;40;-1
42;10;0;1;40;-1
31;13;0;0;48;-1
70;10;0;0;30;-1
32;10;0;0;40;-1
46;9;0;0;40;1
42;4;0;0;25;-1
21;11;0;0;40;-1
24;13;0;1;40;-1
23;9;0;0;55;-1
37;10;0;1;45;-1
19;7;0;1;30;-1
44;12;0;0;40;1
29;9;1;0;40;-1
30;11;0;1;24;-1
36;10;0;0;44;-1
49;13;0;0;45;-1
29;9;0;0;40;-1
45;9;1;1;40;-1
75;16;1;0;20;1
42;9;0;1;40;-1
37;12;0;1;40;-1
51;13;0;0;25;-1
61;9;0;0;48;-1
50;9;1;0;40;-1
59;9;0;0;40;-1
25;9;0;1;30;-1
22;9;0;0;16;-1
56;10;0;0;40;1
44;13;1;1;40;-1
35;11;0;0;50;-1
57;9;0;0;40;-1
27;13;0;1;40;-1
30;13;1;0;40;-1
46;7;1;0;40;-1
48;15;0;0;60;1
61;13;0;0;40;1
33;9;0;0;87;-1
40;9;1;0;40;-1
58;10;0;0;65;1
35;10;0;0;40;1
51;10;0;1;50;-1
37;8;0;1;40;-1
41;9;0;0;54;-1
44;7;0;0;88;-1
41;13;2;1;48;1
37;5;0;1;16;-1
34;10;0;1;40;-1
24;13;0;1;40;-1
20;10;0;0;40;-1
38;13;0;0;40;-1
28;11;0;1;40;-1
20;9;0;0;45;-1
22;13;0;0;8;-1
55;13;0;1;73;-1
20;10;0;0;35;-1
26;13;0;1;40;-1
20;9;0;0;70;-1
40;5;0;1;40;-1
33;9;0;0;50;1
54;10;0;0;50;-1
24;9;0;1;40;-1
25;10;0;0;46;-1
18;7;0;0;8;-1
49;9;0;0;60;-1
17;8;0;0;17;-1
34;11;0;0;45;-1
37;13;0;0;45;1
49;10;0;0;40;1
37;9;0;0;40;-1
40;9;0;1;35;1
44;9;0;1;40;-1
40;6;1;1;32;-1
58;9;0;1;40;-1
44;9;0;0;40;-1
42;10;0;0;25;1
39;9;0;0;18;-1
19;9;1;0;40;-1
29;14;0;0;40;-1
34;10;0;0;40;-1
38;10;0;0;15;-1
54;10;0;1;48;-1
40;9;1;1;37;-1
19;10;0;1;25;-1
33;10;0;0;52;-1
80;4;0;1;24;-1
24;9;0;0;50;-1
28;13;0;0;40;-1
55;9;0;1;30;1
21;10;0;0;40;-1
51;9;0;1;38;-1
19;9;1;1;40;-1
42;9;0;1;24;-1
60;9;0;0;48;-1
20;10;1;1;40;-1
51;9;0;1;40;-1
21;10;0;1;40;-1
37;10;0;0;40;-1
26;9;0;0;52;-1
40;10;0;0;40;-1
55;14;0;0;40;1
33;9;1;0;32;-1
47;6;0;1;30;-1
26;8;1;0;51;-1
59;9;0;1;20;-1
70;10;0;1;17;-1
26;10;0;1;20;-1
47;6;0;0;65;-1
25;14;0;1;43;-1
46;9;0;0;40;-1
67;6;2;0;20;-1
34;14;0;0;50;1
22;13;0;1;35;-1
39;9;0;0;42;-1
54;9;0;0;35;-1
24;13;0;0;40;-1
37;9;0;1;38;-1
41;14;1;1;40;-1
36;9;0;0;33;-1
39;13;0;0;40;-1
26;13;0;0;45;-1
37;13;0;0;55;1
43;10;0;0;50;1
54;9;0;0;40;1
53;3;0;0;40;1
57;14;0;0;60;-1
28;13;0;0;40;1
29;13;0;0;40;-1
21;9;0;0;40;-1
51;9;0;0;40;-1
46;9;0;0;40;-1
50;15;0;0;75;1
50;9;2;1;48;-1
36;9;0;1;40;-1
31;13;0;0;40;-1
20;9;0;1;10;-1
36;9;0;0;40;-1
38;9;0;0;40;-1
37;13;0;0;45;1
18;6;0;0;36;-1
33;9;0;0;50;-1
23;10;2;0;40;-1
37;13;2;1;36;-1
25;9;0;0;30;-1
51;12;1;0;40;-1
35;9;0;0;40;-1
54;7;0;0;40;-1
66;9;0;0;30;-1
32;9;1;1;13;-1
37;13;0;0;55;1
29;13;0;0;40;1
45;13;0;0;37;-1
61;10;0;0;40;-1
40;10;0;1;40;-1
24;9;0;1;49;-1
49;4;3;0;38;-1
34;9;0;0;40;-1
28;9;0;1;40;-1
20;10;0;0;40;-1
30;10;1;1;37;-1
26;10;0;0;40;-1
63;6;0;0;45;-1
36;12;0;0;55;-1
63;13;0;0;40;1
22;9;0;1;10;-1
40;9;0;0;40;1
31;4;0;1;35;-1
49;10;0;0;50;-1
23;13;0;1;20;-1
34;9;0;0;40;-1
28;13;0;0;45;1
33;9;0;0;40;-1
17;7;0;1;8;-1
61;5;1;1;40;-1
53;9;0;1;40;-1
26;12;0;0;45;1
48;10;0;0;50;1
28;14;0;0;50;1
30;13;2;1;50;-1
29;9;0;0;45;-1
25;10;0;1;40;-1
37;9;0;0;40;-1
43;13;0;1;55;-1
40;9;0;0;40;-1
34;6;0;0;45;1
31;12;0;0;20;-1
21;10;0;1;40;-1
32;9;0;0;40;-1
26;13;0;0;50;1
44;10;0;0;40;-1
49;9;0;0;52;1
26;9;1;1;30;-1
40;9;0;0;60;-1
19;7;0;1;40;-1
58;9;0;0;40;-1
61;11;0;0;40;1
28;10;2;0;63;-1
26;13;0;0;40;-1
64;9;0;1;25;-1
42;13;0;0;60;1
41;10;0;0;40;1
45;9;0;0;40;-1
39;13;0;0;50;1
41;9;0;0;40;-1
51;7;1;1;40;-1
34;11;0;1;40;-1
35;10;2;0;60;-1
41;7;0;1;25;-1
39;14;0;1;50;-1
41;10;0;0;55;-1
33;10;0;0;40;-1
22;9;0;0;40;-1
25;10;0;1;40;-1
77;4;0;0;20;1
33;11;0;1;40;-1
66;9;0;1;40;-1
19;10;0;0;35;-1
44;9;1;1;38;-1
28;10;0;0;50;-1
33;13;0;0;50;-1
44;9;1;1;40;-1
62;4;0;1;40;-1
40;10;0;0;50;1
41;9;0;0;6;-1
23;10;1;0;30;-1
48;9;0;0;40;1
38;14;0;0;45;-1
37;14;0;0;50;1
45;14;0;0;55;1
29;9;0;0;40;-1
66;9;0;1;25;-1
19;9;0;1;50;-1
23;5;0;0;39;-1
34;13;0;0;40;1
39;14;0;1;45;-1
33;9;0;0;60;-1
43;10;0;1;10;-1
27;9;0;0;99;-1
33;10;1;0;35;-1
26;3;0;0;30;-1
46;9;0;0;36;-1
38;12;0;1;40;-1
90;7;0;0;40;-1
72;10;0;0;25;1
20;9;2;1;15;-1
29;9;2;0;48;-1
49;7;0;0;75;-1
23;9;0;1;35;-1
20;10;1;1;18;-1
46;12;0;1;40;-1
33;13;0;0;40;1
24;13;0;0;55;-1
49;11;0;0;45;-1
54;9;0;0;65;-1
31;11;0;0;50;-1
18;10;0;1;6;-1
19;9;0;0;40;-1
46;12;0;0;40;-1
43;13;0;0;40;-1
58;9;0;0;40;-1
43;9;0;0;45;-1
37;10;0;0;40;-1
21;8;1;0;25;-1
52;14;0;0;70;1
34;11;0;0;32;1
28;11;0;1;40;-1
34;9;0;0;40;-1
29;9;0;0;40;1
39;9;0;0;65;-1
49;7;1;1;35;-1
35;10;1;0;50;1
31;10;0;1;20;-1
18;10;0;0;30;-1
43;13;0;0;40;1
21;10;0;1;40;-1
18;10;0;0;40;-1
58;7;0;0;48;-1
36;14;0;1;40;-1
38;9;0;1;40;-1
19;7;0;0;40;-1
38;11;0;1;36;-1
26;11;3;1;60;-1
38;12;0;1;16;-1
36;10;0;0;45;-1
40;9;0;0;45;1
25;13;1;0;40;-1
41;13;0;1;25;1
33;9;0;0;45;-1
63;9;0;0;16;-1
51;9;0;0;40;-1
34;9;0;0;40;-1
33;11;0;0;40;-1
25;6;0;0;45;-1
30;9;0;0;66;-1
19;10;0;0;25;-1
47;9;0;1;40;1
26;13;0;1;40;-1
21;10;0;1;14;-1
36;9;0;0;60;1
60;6;0;0;40;-1
28;9;1;0;40;-1
19;9;0;1;14;-1
42;13;0;0;90;-1
36;9;1;1;36;-1
35;9;0;1;38;-1
22;10;0;1;25;-1
54;9;0;0;40;1
36;13;0;0;45;-1
55;9;0;0;65;-1
57;14;0;0;40;-1
56;4;0;0;36;-1
24;9;0;0;50;-1
35;13;0;0;40;1
51;7;0;0;40;-1
34;9;0;0;44;-1
36;12;0;1;42;-1
51;5;0;1;40;-1
46;16;0;0;60;1
25;13;0;1;40;-1
22;9;0;0;50;-1
37;9;0;0;40;-1
48;13;0;0;40;1
40;8;1;0;40;-1
58;9;0;1;20;1
52;9;0;0;20;-1
18;7;1;0;20;-1
27;6;0;0;40;-1
63;5;0;0;16;-1
38;9;0;0;60;-1
40;10;0;0;60;-1
41;9;0;0;40;-1
32;11;0;0;55;1
30;9;1;0;72;-1
28;13;0;0;50;-1
31;9;1;1;35;-1
21;10;0;0;20;-1
33;9;0;1;40;-1
44;14;0;0;40;1
22;10;0;0;25;-1
42;9;0;0;40;-1
36;12;0;0;35;-1
31;9;0;0;40;-1
21;10;0;1;25;-1
34;9;0;0;80;-1
21;10;0;0;15;-1
75;13;0;0;48;1
21;10;0;0;24;-1
81;10;0;0;15;-1
54;9;0;0;40;-1
34;13;0;0;65;-1
41;9;2;0;45;-1
61;13;0;1;40;-1
24;10;0;0;40;-1
20;9;0;1;40;-1
44;13;0;1;60;-1
47;13;0;0;40;1
31;10;0;0;40;-1
53;9;0;0;60;-1
44;14;0;0;45;1
37;9;0;0;46;1
28;10;0;0;50;1
71;10;0;0;10;-1
57;9;0;1;40;-1
22;10;0;0;10;-1
30;10;0;1;55;-1
20;9;0;0;40;-1
28;13;0;1;45;-1
54;7;1;1;10;-1
20;9;0;0;35;-1
34;9;0;0;40;-1
21;10;0;0;40;-1
29;10;0;1;40;-1
51;10;0;1;40;-1
39;9;1;1;70;-1
19;10;1;1;38;-1
22;9;0;0;40;-1
59;10;0;1;38;-1
18;7;0;0;13;-1
22;9;0;0;20;-1
42;10;0;0;40;1
39;12;0;0;40;-1
31;13;0;0;40;1
28;7;0;1;40;-1
22;13;0;1;7;-1
67;14;0;1;40;-1
17;7;0;1;25;-1
47;12;0;0;40;1
23;13;0;1;5;-1
20;9;0;1;40;-1
22;9;0;1;40;-1
47;4;0;0;40;-1
49;10;0;1;40;1
64;10;0;0;20;-1
35;10;1;1;40;-1
52;10;0;1;40;-1
29;9;0;1;40;-1
73;6;0;1;40;-1
38;9;0;0;50;1
18;10;0;1;15;-1
24;9;1;1;40;-1
33;13;0;0;50;-1
40;10;1;1;55;-1
55;9;0;1;40;-1
44;9;0;0;40;-1
40;13;0;1;60;-1
22;9;0;0;40;-1
55;10;0;1;40;1
45;9;0;1;26;-1
47;13;0;1;50;1
56;9;0;0;40;-1
44;9;1;0;40;-1
32;10;0;0;38;-1
17;6;0;0;20;-1
44;10;0;0;50;-1
32;12;0;0;80;-1
35;13;0;0;60;1
27;9;0;0;40;-1
32;9;0;0;50;-1
68;7;0;0;70;-1
20;10;0;1;20;-1
33;10;1;1;40;-1
24;5;0;0;12;-1
48;9;0;0;45;-1
45;14;0;1;50;-1
48;10;0;1;40;-1
28;14;0;0;45;1
60;10;0;0;35;1
39;14;0;1;40;-1
23;10;0;0;30;-1
23;8;0;0;40;-1
36;10;0;1;40;-1
25;13;0;1;40;-1
52;9;0;0;40;-1
35;9;0;0;40;-1
41;9;0;0;40;-1
45;13;0;1;42;1
37;14;0;0;40;1
58;11;0;1;40;-1
67;9;0;1;2;-1
48;9;0;1;8;-1
63;9;0;0;48;-1
24;10;0;0;72;1
43;10;0;0;40;1
36;9;0;0;60;-1
32;9;0;0;72;-1
36;10;2;0;40;-1
43;10;0;1;50;-1
27;9;1;1;40;-1
17;7;0;0;12;-1
45;13;0;1;46;-1
41;9;0;0;40;-1
41;9;0;0;38;-1
18;9;0;1;35;-1
48;12;1;1;40;-1
51;11;0;0;50;1
26;10;0;1;24;-1
54;1;0;0;60;-1
22;10;0;1;48;-1
19;9;0;0;35;-1
47;4;1;0;40;-1
32;9;0;1;20;-1
30;13;0;1;40;1
35;14;2;0;40;-1
73;8;0;0;18;-1
17;6;0;0;10;-1
32;13;0;1;32;-1
43;14;0;0;40;1
19;9;0;0;40;-1
26;9;3;1;40;-1
41;14;0;0;40;1
52;10;0;0;40;-1
35;9;0;1;32;-1
57;7;0;0;52;-1
35;11;0;1;44;-1
33;13;0;0;40;-1
56;4;0;0;40;-1
42;13;0;0;60;-1
17;10;0;0;20;-1
49;9;0;1;35;-1
39;15;0;0;45;1
34;10;0;1;50;-1
37;10;1;0;40;-1
22;8;0;0;35;-1
27;11;0;0;40;-1
21;10;0;1;25;-1
59;10;0;0;40;-1
53;6;0;0;99;-1
26;7;0;0;40;-1
48;13;0;0;45;1
39;13;0;0;70;-1
34;9;2;1;32;-1
54;13;0;0;38;-1
50;9;0;0;40;1
48;13;0;0;45;-1
40;12;0;1;50;-1
30;13;0;0;70;-1
31;9;0;0;60;-1
46;12;0;0;40;-1
62;11;0;0;50;-1
38;13;0;1;40;-1
24;13;0;1;30;-1
24;10;2;1;50;-1
27;13;0;1;48;-1
43;12;0;1;30;-1
48;9;2;1;40;-1
41;9;1;0;40;-1
30;10;1;1;45;-1
38;13;0;0;40;1
45;15;0;0;40;1
45;13;0;0;40;-1
55;10;0;1;38;-1
46;4;0;0;75;-1
24;13;2;0;40;-1
31;10;2;1;25;-1
35;9;0;0;35;-1
37;10;0;1;40;-1
29;10;0;0;45;-1
56;13;0;0;50;1
33;6;0;0;40;-1
44;9;0;1;40;-1
21;9;0;0;40;-1
21;9;0;0;40;-1
46;14;0;0;40;1
44;10;0;0;50;1
63;13;0;1;40;-1
44;9;0;1;30;-1
31;10;0;0;45;-1
26;10;0;0;42;-1
37;9;0;0;50;-1
60;10;0;1;40;1
33;13;0;0;45;-1
38;13;0;0;40;-1
26;11;0;1;35;-1
46;11;2;1;63;-1
24;9;0;1;35;-1
47;14;0;0;35;1
27;10;0;1;30;-1
46;10;0;0;40;-1
47;12;1;0;40;1
47;9;0;0;40;-1
51;9;1;0;40;-1
36;9;0;0;40;1
50;14;0;1;40;-1
29;16;2;0;60;-1
27;6;2;0;75;-1
60;4;0;1;35;-1
31;9;0;0;40;-1
46;12;0;0;40;-1
40;9;0;1;40;-1
39;10;1;0;52;1
69;4;0;0;55;-1
54;13;0;0;40;1
56;9;0;1;40;-1
47;10;0;1;40;-1
25;12;0;1;45;-1
34;9;0;0;60;-1
24;4;0;0;50;-1
29;14;0;0;50;-1
64;10;0;0;40;-1
44;13;0;0;40;-1
26;9;0;0;60;-1
36;6;0;1;40;-1
37;9;0;1;40;1
37;6;0;0;65;-1
33;9;0;0;60;-1
19;10;0;1;10;-1
20;10;0;1;30;-1
20;10;0;1;20;-1
25;10;0;0;40;-1
40;9;0;1;40;-1
26;9;0;0;40;-1
29;16;0;0;50;1
45;13;1;0;40;-1
35;10;0;1;38;-1
32;10;0;0;45;-1
61;9;0;1;40;-1
26;13;0;0;15;-1
22;10;2;1;39;-1
49;13;1;0;48;-1
40;9;0;1;12;-1
37;9;0;0;40;-1
23;13;0;0;50;-1
28;13;0;0;60;1
27;9;0;0;40;-1
34;11;0;1;40;-1
49;5;0;0;45;-1
41;10;2;0;40;-1
28;13;0;0;21;-1
38;10;0;0;55;1
28;9;0;0;40;-1
41;13;0;0;40;-1
50;15;0;0;36;1
73;9;0;0;24;-1
21;10;1;0;40;-1
38;9;0;1;40;-1
64;14;0;0;2;-1
47;10;0;1;40;-1
24;13;0;0;45;-1
44;13;0;0;40;1
61;10;1;0;60;1
49;10;0;1;55;-1
23;10;1;0;20;-1
19;11;1;1;40;-1
21;9;0;0;53;-1
56;7;0;1;40;-1
35;8;0;0;40;-1
37;10;2;1;20;-1
41;16;0;1;50;1
30;7;0;0;40;-1
35;16;0;1;20;-1
47;10;0;0;40;-1
55;7;0;0;32;-1
22;11;2;0;20;-1
31;6;1;1;40;-1
24;13;0;0;48;-1
49;10;0;0;40;-1
23;4;0;0;25;-1
50;9;0;1;35;-1
38;13;1;0;40;-1
20;10;2;1;20;-1
49;10;0;0;50;1
45;9;2;1;50;-1
46;13;2;0;50;1
19;9;0;1;30;-1
31;13;0;1;40;-1
38;9;0;1;40;-1
56;14;0;0;50;1
24;13;0;0;40;-1
58;9;0;0;50;-1
28;9;0;0;40;-1
22;9;0;0;40;-1
46;9;0;0;40;-1
30;1;0;0;40;-1
56;13;0;0;45;1
32;9;2;0;40;-1
56;9;0;0;44;1
50;10;0;0;40;-1
28;9;1;1;30;-1
30;13;0;1;40;-1
24;9;0;0;40;-1
42;11;2;1;40;-1
31;9;0;0;40;1
18;7;3;1;20;-1
46;6;0;1;25;-1
31;13;0;1;65;1
44;14;0;0;40;1
19;9;0;0;20;-1
45;14;0;1;40;1
50;10;0;0;70;-1
53;5;0;0;40;-1
45;10;1;1;40;-1
21;6;0;1;39;-1
37;13;0;1;40;1
42;9;1;1;40;-1
37;9;0;0;30;-1
45;11;0;0;60;-1
32;10;0;1;20;-1
30;15;0;0;50;-1
57;13;0;0;80;1
37;9;0;1;56;-1
18;10;0;1;40;-1
32;10;0;0;40;1
43;13;0;0;40;1
36;9;0;1;28;-1
33;14;0;1;40;-1
48;9;0;1;40;-1
34;9;0;1;40;-1
34;10;0;0;50;1
33;9;0;0;40;-1
36;13;0;1;60;-1
39;9;0;0;40;-1
22;12;0;1;25;-1
19;9;0;0;20;-1
46;11;0;0;50;-1
47;14;0;1;6;-1
47;16;0;0;35;1
52;10;0;1;40;-1
38;5;0;0;40;-1
58;9;0;0;40;1
32;3;0;0;40;-1
54;11;0;1;10;-1
20;10;0;0;25;-1
25;12;0;0;48;-1
25;5;0;0;15;-1
69;9;0;0;30;-1
28;13;0;1;45;1
20;10;0;1;20;-1
21;4;0;0;40;-1
37;13;0;0;40;1
21;9;0;0;32;-1
25;12;0;0;13;-1
39;9;1;1;40;-1
34;11;0;0;40;1
33;9;0;0;40;-1
47;9;0;0;50;1
29;11;0;1;40;-1
48;9;0;0;89;-1
29;7;0;1;40;-1
34;9;0;0;40;-1
20;10;0;0;25;-1
41;14;0;0;40;1
22;11;0;0;40;-1
23;9;0;0;44;-1
19;10;0;1;38;-1
24;10;0;0;40;-1
20;10;0;0;30;-1
32;9;0;0;40;-1
36;9;0;0;60;1
18;6;0;0;30;-1
27;9;0;1;40;-1
26;10;0;0;60;-1
52;12;0;1;32;-1
24;10;2;0;40;-1
42;9;1;0;40;-1
20;10;0;1;35;-1
20;10;0;1;10;-1
39;9;0;0;40;-1
68;7;0;0;30;-1
35;9;1;1;48;-1
54;13;0;0;40;-1
24;13;0;0;40;-1
24;13;0;1;8;-1
20;10;1;1;15;-1
64;1;0;0;40;-1
28;13;0;1;35;-1
36;9;0;0;47;-1
44;9;0;0;60;-1
22;9;0;1;60;-1
56;9;0;0;40;-1
24;13;0;0;45;-1
24;10;0;1;75;-1
22;12;0;1;40;-1
21;10;0;1;30;-1
42;13;0;0;40;1
41;14;0;1;55;-1
67;10;0;0;44;-1
20;10;0;1;30;-1
32;9;3;0;40;-1
46;9;1;1;40;-1
52;9;0;1;36;-1
44;13;1;0;40;-1
65;7;0;0;40;-1
27;10;0;0;50;-1
35;9;1;1;35;-1
30;9;0;1;45;-1
48;9;0;1;37;1
35;4;0;1;40;-1
28;13;0;0;45;-1
40;15;0;0;55;1
33;10;0;0;40;-1
40;10;0;0;50;1
25;4;0;0;45;-1
45;13;0;0;38;1
30;10;0;0;40;1
53;10;1;1;40;-1
27;10;0;0;60;-1
31;7;0;0;40;-1
33;9;0;0;60;-1
39;13;0;0;40;1
42;10;0;0;45;1
19;9;1;0;30;-1
31;13;0;0;40;-1
53;9;0;0;40;-1
47;10;0;0;20;-1
27;16;0;1;40;-1
22;9;0;1;40;-1
29;9;0;1;40;1
32;11;0;0;46;-1
23;9;0;0;40;-1
27;10;0;0;20;-1
53;9;1;1;40;-1
18;9;0;0;20;-1
41;13;0;1;30;-1
27;9;0;1;40;-1
30;10;0;0;40;-1
41;9;0;1;40;-1
21;10;0;1;30;-1
58;9;1;1;40;-1
45;13;0;1;40;-1
40;6;0;0;40;-1
21;10;0;1;40;-1
50;11;1;1;40;-1
26;9;0;0;40;-1
23;9;0;1;40;-1
27;13;0;0;40;-1
36;13;1;1;40;-1
22;9;0;0;40;-1
37;10;0;0;40;-1
54;13;0;0;40;-1
36;9;0;0;50;-1
44;11;1;0;40;-1
38;10;1;0;40;1
49;10;0;1;40;-1
18;7;0;0;12;-1
26;13;0;0;48;-1
48;13;0;0;45;1
32;7;0;1;40;-1
35;9;0;0;40;-1
40;9;0;1;45;-1
42;15;2;0;72;1
30;9;0;0;40;-1
19;10;0;1;20;-1
36;12;0;0;60;1
31;9;0;1;40;-1
50;12;0;0;60;-1
38;9;1;0;40;-1
35;10;0;0;50;1
45;13;0;0;40;1
29;6;0;1;40;-1
41;10;0;0;46;1
33;15;0;1;50;1
49;10;0;1;60;-1
28;10;0;0;40;1
27;9;0;1;40;-1
42;16;0;1;40;1
30;9;0;0;60;-1
37;9;0;0;40;-1
37;16;0;1;35;-1
51;9;1;1;38;-1
27;9;0;0;40;-1
53;9;0;1;40;-1
45;9;0;0;40;-1
37;13;0;0;45;-1
40;13;0;1;40;-1
54;14;2;0;40;1
47;9;0;0;42;1
35;9;0;0;40;1
33;9;0;0;40;-1
28;10;1;0;40;-1
39;13;0;1;55;1
33;13;0;0;40;-1
34;7;0;1;40;-1
53;9;0;0;40;1
21;12;0;0;35;-1
63;9;0;0;45;-1
21;10;0;0;30;-1
59;9;0;0;40;1
50;2;1;1;40;-1
66;9;0;1;20;-1
19;9;0;0;30;-1
31;13;0;0;45;-1
23;13;0;1;40;-1
45;11;0;1;40;1
35;13;0;0;40;-1
32;13;0;0;40;-1
20;4;0;1;60;-1
38;9;0;0;40;1
49;9;2;1;8;-1
64;9;0;1;40;-1
60;7;0;0;20;-1
25;13;0;1;50;-1
21;9;0;0;35;-1
23;10;0;0;20;-1
67;14;0;0;48;1
24;9;0;1;30;-1
46;2;0;1;40;-1
38;16;2;0;40;-1
20;4;0;0;40;-1
28;10;0;1;40;-1
26;13;0;0;48;-1
58;9;0;0;40;-1
31;10;2;0;40;-1
37;12;1;0;38;-1
53;16;0;0;40;1
45;4;1;1;35;-1
33;9;0;1;50;-1
33;14;1;0;40;-1
35;9;0;0;25;-1
60;9;1;0;40;-1
21;10;0;1;20;-1
38;6;1;0;45;-1
40;11;0;1;40;-1
40;10;0;1;40;1
44;15;0;0;70;1
27;10;0;0;60;-1
34;10;0;0;55;1
20;10;0;0;25;-1
49;10;0;0;40;-1
37;10;0;0;50;1
52;6;0;0;30;1
46;10;1;0;40;-1
20;10;2;1;40;-1
43;9;0;0;40;-1
25;10;0;1;15;-1
48;13;0;0;40;-1
36;10;0;0;55;-1
